,Departure,Price
0,2022-01-16,"39,00 Dkr"
1,2022-01-19,"39,00 Dkr"
2,2022-01-23,"53,00 Dkr"
3,2022-01-26,"39,00 Dkr"
4,2022-01-30,"39,00 Dkr"
5,2022-02-02,"129,00 Dkr"
6,2022-02-06,"129,00 Dkr"
7,2022-02-09,"129,00 Dkr"
8,2022-02-13,"1.594,02 Dkr"
9,2022-02-16,"129,00 Dkr"
10,2022-02-20,"129,00 Dkr"
11,2022-02-23,"129,07 Dkr"
12,2022-02-27,"129,00 Dkr"
13,2022-03-02,"177,10 Dkr"
14,2022-03-06,"449,07 Dkr"
15,2022-03-09,"306,68 Dkr"
16,2022-03-13,"249,07 Dkr"
17,2022-03-16,"668,52 Dkr"
18,2022-03-20,"129,00 Dkr"
19,2022-03-23,"129,07 Dkr"
20,2022-03-28,"129,07 Dkr"
21,2022-03-31,"129,00 Dkr"
22,2022-04-04,"389,07 Dkr"
23,2022-04-07,"209,07 Dkr"
24,2022-04-11,"584,80 Dkr"
25,2022-04-14,"426,20 Dkr"
26,2022-04-18,"426,20 Dkr"
27,2022-04-21,"186,68 Dkr"
28,2022-04-25,"289,07 Dkr"
29,2022-04-28,"164,36 Dkr"
30,2022-05-02,"351,80 Dkr"
31,2022-05-05,"289,07 Dkr"
32,2022-05-09,"449,07 Dkr"
33,2022-05-12,"389,07 Dkr"
