,Departure,Price
0,2021-12-10,"163,87 Dkr"
1,2021-12-13,"1.467,97 Dkr"
2,2021-12-17,"479,90 Dkr"
3,2021-12-20,"716,00 Dkr"
4,2021-12-24,"199,07 Dkr"
5,2021-12-27,"109,00 Dkr"
6,2021-12-31,"109,00 Dkr"
7,2022-01-03,"169,07 Dkr"
8,2022-01-07,"99,00 Dkr"
9,2022-01-10,"99,00 Dkr"
10,2022-01-14,"99,00 Dkr"
11,2022-01-17,"129,07 Dkr"
12,2022-01-21,"99,07 Dkr"
13,2022-01-24,"140,15 Dkr"
14,2022-01-28,"99,00 Dkr"
15,2022-01-31,"99,07 Dkr"
16,2022-02-04,"109,07 Dkr"
17,2022-02-07,"229,07 Dkr"
18,2022-02-11,"109,07 Dkr"
19,2022-02-14,"228,74 Dkr"
20,2022-02-18,"109,07 Dkr"
21,2022-02-21,"109,07 Dkr"
22,2022-02-25,"109,00 Dkr"
23,2022-02-28,"129,07 Dkr"
24,2022-03-04,"199,07 Dkr"
25,2022-03-07,"199,07 Dkr"
26,2022-03-11,"199,07 Dkr"
27,2022-03-14,"199,07 Dkr"
28,2022-03-18,"229,07 Dkr"
29,2022-03-21,"229,07 Dkr"
30,2022-03-25,"229,00 Dkr"
31,2022-03-28,"379,00 Dkr"
32,2022-04-01,"439,00 Dkr"
33,2022-04-04,"439,00 Dkr"
34,2022-04-08,"439,00 Dkr"
